Id,Unknown0,Level,Stat1Min,Stat1Max,Stat2Min,Stat2Max,Stat3Min,Stat3Max,Stat4Min,Stat4Max,Stat1Group,Stat2Group,Stat3Group,Stat4Group,Domain,Name,GenerationType,CorrectGroup,Data0Length,Data0,Data1Length,Data1,Unknown22,Unknown23,Data2Length,Data2,Unknown26,Data3Length,Data3,Data4Length,Data4,Metadata,Unknown32
"MonsterCurseCastSpeedPenalty",23319,1,-50,-50,0,0,0,0,0,0,860,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterCurseCastSpeed",0,263604,0,263604,-72340172838076674,0,0,263604,-72340172838076674,0,263604,0,263604,"",-72340172838076674
"MonsterTwoAdditionalTotems",32099,1,2,2,0,0,0,0,0,0,979,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"AdditionalTotems",0,263704,0,263704,-72340172838076674,0,0,263704,-72340172838076674,0,263704,0,263704,"",-72340172838076674
"GainFrenzyChargeOnCriticalHit",14828,1,1,1,0,0,0,0,0,0,186,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"FrenzyChargeOnCriticalHit",0,263828,0,263828,-72340172838076674,0,0,263828,-72340172838076674,0,263828,0,263828,"",-72340172838076674
"DisableOffhandSlot",35075,1,1,1,0,0,0,0,0,0,967,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"DisableOffhandSlot",0,263916,0,263916,-72340172838076674,0,0,263916,-72340172838076674,0,263916,0,263916,"",-72340172838076674
"CannotBlockAttacks",14962,1,1,1,0,0,0,0,0,0,965,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"CannotBlockAttacks",0,264004,0,264004,-72340172838076674,0,0,264004,-72340172838076674,0,264004,0,264004,"",-72340172838076674
"IncreasedMaximumResistsUniqueShieldStrInt1",39494,1,5,5,0,0,0,0,0,0,972,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"MaximumResistances",0,264140,0,264140,-72340172838076674,0,0,264140,-72340172838076674,0,264140,0,264140,"",-72340172838076674
"ReducedMaximumResistsUniqueBelt8",1196,1,-10,-10,0,0,0,0,0,0,972,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"MaximumResistances",0,264256,0,264256,-72340172838076674,0,0,264256,-72340172838076674,0,264256,0,264256,"",-72340172838076674
"IncreasedMaximumColdResistUniqueShieldStrInt4",20681,1,5,5,0,0,0,0,0,0,969,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"MaximumColdResist",0,264396,0,264396,-72340172838076674,0,0,264396,-72340172838076674,0,264396,0,264396,"",-72340172838076674
"ItemActsAsConcentratedAOESupportUniqueHelmetInt4",29320,1,15,15,0,0,0,0,0,0,974,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"DisplaySocketedGemGetsConcentratedAreaOfEffectLevel",0,264610,0,264610,-72340172838076674,0,0,264610,4023,0,264610,0,264610,"",-72340172838076674
"ItemActsAsConcentratedAOESupportUniqueDagger5",5278,1,10,10,0,0,0,0,0,0,974,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"DisplaySocketedGemGetsConcentratedAreaOfEffectLevel",0,264818,0,264818,-72340172838076674,0,0,264818,4018,0,264818,0,264818,"",-72340172838076674
"ItemActsAsFirePenetrationSupportUniqueSceptre2",31996,1,10,10,0,0,0,0,0,0,1260,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"DisplaySocketedGemsGetFirePenetration",0,265000,0,265000,-72340172838076674,0,0,265000,6650,0,265000,0,265000,"",-72340172838076674
"ItemActsAsFireDamageSupportUniqueSceptre2",16332,1,10,10,0,0,0,0,0,0,1258,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"DisplaySocketedGemsGetAddedFireDamage",0,265172,0,265172,-72340172838076674,0,0,265172,1163,0,265172,0,265172,"",-72340172838076674
"ItemActsAsColdToFireSupportUniqueSceptre2",23809,1,10,10,0,0,0,0,0,0,1259,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"DisplaySocketedGemsGetColdToFire",0,265334,0,265334,-72340172838076674,0,0,265334,4087,0,265334,0,265334,"",-72340172838076674
"ShareEnduranceChargesWithParty",64975,1,1,1,0,0,0,0,0,0,982,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"ShareEnduranceChargesWithParty",0,265470,0,265470,-72340172838076674,0,0,265470,-72340172838076674,0,265470,0,265470,"",-72340172838076674
"GainEnduranceChargeWhenCriticallyHit",56983,1,1,1,0,0,0,0,0,0,191,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"GainEnduranceChargeWhenCriticallyHit",0,265630,0,265630,-72340172838076674,0,0,265630,-72340172838076674,0,265630,0,265630,"",-72340172838076674
"MonsterGroundIceOnDeath1",21353,1,16,16,6000,6000,0,0,0,0,988,918,-72340172838076674,-72340172838076674,3,"",3,"MonsterEffectOnDeath",0,265734,0,265734,-72340172838076674,0,0,265734,-72340172838076674,0,265734,0,265734,"",-72340172838076674
"MonsterGroundTarOnDeath1",49443,1,16,16,6000,6000,-60,-60,0,0,990,918,992,-72340172838076674,3,"",3,"MonsterEffectOnDeath",0,265838,0,265838,-72340172838076674,0,0,265838,-72340172838076674,0,265838,0,265838,"",-72340172838076674
"BlindingHitUniqueWand1",28736,1,10,10,0,0,0,0,0,0,994,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"BlindingHit",0,265920,0,265920,-72340172838076674,0,0,265920,-72340172838076674,0,265920,0,265920,"",-72340172838076674
"ItemActsAsSupportBlindUniqueWand1",35366,1,5,5,0,0,0,0,0,0,1000,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"DisplaySocketedGemGetsBlindLevel",0,266066,0,266066,-72340172838076674,0,0,266066,6123,0,266066,0,266066,"",-72340172838076674
"ItemActsAsSupportBlindUniqueHelmetStrDex4",19626,1,18,18,0,0,0,0,0,0,1000,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"DisplaySocketedGemGetsBlindLevel",0,266228,0,266228,-72340172838076674,0,0,266228,6136,0,266228,0,266228,"",-72340172838076674
"MapChestItemRarityUniqueMap1",1602,1,1800,2000,0,0,0,0,0,0,1067,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"MapChestItemRarity",0,266336,0,266336,-72340172838076674,0,0,266336,-72340172838076674,0,266336,0,266336,"",-72340172838076674
"MonsterAuraAlwaysCrit1",5650,1,1,1,0,0,0,0,0,0,354,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterAura",0,266418,0,266418,118,50,0,266418,-72340172838076674,2,266418,0,266426,"",-72340172838076674
"MonsterAuraEvasion1",6099,1,1344,1344,0,0,0,0,0,0,119,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterAura",0,266502,0,266502,119,50,0,266502,-72340172838076674,2,266502,0,266510,"",-72340172838076674
"MonsterNecromancerRaisesMagics",42322,1,1,1,0,0,0,0,0,0,1069,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterNecromancerRaritiesRaised",0,266650,0,266650,-72340172838076674,0,0,266650,-72340172838076674,0,266650,0,266650,"",-72340172838076674
"MonsterNecromancerRaisesUniques",54715,1,3,3,0,0,0,0,0,0,1069,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterNecromancerRaritiesRaised",0,266792,0,266792,-72340172838076674,0,0,266792,-72340172838076674,0,266792,0,266792,"",-72340172838076674
"ReducedFreezeDurationUniqueShieldStrInt3",47209,1,50,50,0,0,0,0,0,0,209,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"ReducedFreezeDuration",0,266930,0,266930,-72340172838076674,0,0,266930,-72340172838076674,0,266930,0,266930,"",-72340172838076674
"MonsterUsesShockwaveText",11465,1,1,1,0,0,0,0,0,0,1081,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterUsesShockwaveText",0,267042,0,267042,-72340172838076674,0,0,267042,-72340172838076674,0,267042,0,267042,"",-72340172838076674
"MonsterUsesMassEnduranceText",13078,1,1,1,0,0,0,0,0,0,1080,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterUsesMassEnduranceText",0,267170,0,267170,-72340172838076674,0,0,267170,-72340172838076674,0,267170,0,267170,"",-72340172838076674
"MonsterUsesMassPowerText",45346,1,1,1,0,0,0,0,0,0,1079,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterUsesMassPowerText",0,267282,0,267282,-72340172838076674,0,0,267282,-72340172838076674,0,267282,0,267282,"",-72340172838076674
"FacebreakerUnarmedMoreDamage",1782,1,600,800,0,0,0,0,0,0,1082,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"FacebreakerPhysicalUnarmedDamage",0,267418,0,267418,-72340172838076674,0,0,267418,-72340172838076674,0,267418,0,267418,"",-72340172838076674
"SocketedGemsGetIncreasedAreaOfEffectUniqueTwoHandMace3",28918,1,15,15,0,0,0,0,0,0,1083,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"DisplaySocketedGemGetsIncreasedAreaOfEffectLevel",0,267638,0,267638,-72340172838076674,0,0,267638,1329,0,267638,0,267638,"",-72340172838076674
"SocketedGemsGetIncreasedAreaOfEffectUniqueTwoHandAxe5",11551,1,20,20,0,0,0,0,0,0,1083,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"DisplaySocketedGemGetsIncreasedAreaOfEffectLevel",0,267856,0,267856,-72340172838076674,0,0,267856,1334,0,267856,0,267856,"",-72340172838076674
"EnemiesCantLifeLeech",4383,1,1,1,0,0,0,0,0,0,7,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnemiesCantLifeLeech",0,267952,0,267952,-72340172838076674,0,0,267952,-72340172838076674,0,267952,0,267952,"",-72340172838076674
"ExtraGore",8303,1,1,1,0,0,0,0,0,0,1085,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"ExtraGore",0,268004,0,268004,-72340172838076674,0,0,268004,-72340172838076674,0,268004,0,268004,"",-72340172838076674
"OneSocketEachColourUnique",32910,1,1,1,0,0,0,0,0,0,1086,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"ForceSpecificSockets",0,268110,0,268110,-72340172838076674,0,0,268110,-72340172838076674,0,268110,0,268110,"",-72340172838076674
"BlockWhileDualWieldingUniqueDagger3",65327,1,20,20,0,0,0,0,0,0,21,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"BlockWhileDualWielding",0,268240,0,268240,-72340172838076674,0,0,268240,-72340172838076674,0,268240,0,268240,"",-72340172838076674
"BlockWhileDualWieldingUniqueTwoHandAxe6",32067,1,10,10,0,0,0,0,0,0,21,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"BlockWhileDualWielding",0,268378,0,268378,-72340172838076674,0,0,268378,-72340172838076674,0,268378,0,268378,"",-72340172838076674
"BlockWhileDualWieldingUniqueOneHandSword5",32201,1,10,10,0,0,0,0,0,0,21,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"BlockWhileDualWielding",0,268520,0,268520,-72340172838076674,0,0,268520,-72340172838076674,0,268520,0,268520,"",-72340172838076674
"MaximumMinionCountUniqueBootsInt4",57269,1,1,1,0,0,1,1,0,0,165,555,164,-72340172838076674,1,"",3,"MaximumMinionCount",0,268638,0,268638,-72340172838076674,0,0,268638,-72340172838076674,0,268638,0,268638,"",-72340172838076674
"MaximumMinionCountUniqueTwoHandSword4",3209,1,1,1,2,2,1,1,0,0,165,555,164,-72340172838076674,1,"",3,"MaximumMinionCount",0,268764,0,268764,-72340172838076674,0,0,268764,-72340172838076674,0,268764,0,268764,"",-72340172838076674
"MaximumMinionCountUniqueSceptre5",63615,1,0,0,0,0,1,1,0,0,165,555,164,-72340172838076674,1,"",3,"MaximumMinionCount",0,268880,0,268880,-72340172838076674,0,0,268880,-72340172838076674,0,268880,0,268880,"",-72340172838076674
"MaximumMinionCountUniqueBootsStrInt2",44140,1,0,0,2,2,0,0,0,0,165,555,164,-72340172838076674,1,"",3,"MaximumMinionCount",0,269004,0,269004,-72340172838076674,0,0,269004,-72340172838076674,0,269004,0,269004,"",-72340172838076674
"SocketedemsHaveBloodMagicUniqueShieldStrInt2",39216,1,1,1,0,0,0,0,0,0,1109,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"DisplaySocketedGemGetsBloodMagic",0,269172,0,269172,-72340172838076674,0,0,269172,5124,0,269172,0,269172,"",-72340172838076674
"LocalIncreaseSocketedAuraLevelUniqueShieldStrInt2",60289,1,1,1,0,0,0,0,0,0,1084,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreaseSpecificSocketedGemLevel",0,269350,0,269350,-72340172838076674,0,0,269350,-72340172838076674,0,269350,0,269350,"",-72340172838076674
"SocketedItemsHaveChanceToFleeUniqueClaw6",19922,1,10,10,0,0,0,0,0,0,1344,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"DisplaySocketedGemGetsFlee",0,269498,0,269498,-72340172838076674,0,0,269498,5126,0,269498,0,269498,"",-72340172838076674
"AttackerTakesLightningDamageUniqueBodyInt1",48273,1,1,1,250,250,0,0,0,0,780,775,-72340172838076674,-72340172838076674,1,"",3,"AttackerTakesLightningDamage",0,269654,0,269654,-72340172838076674,0,0,269654,-72340172838076674,0,269654,0,269654,"",-72340172838076674
"PhysicalDamageConvertToChaosUniqueBow5",7084,1,25,25,0,0,0,0,0,0,490,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamageConvertToChaos",0,269802,0,269802,-72340172838076674,0,0,269802,-72340172838076674,0,269802,0,269802,"",-72340172838076674
"PhysicalDamageConvertToChaosUniqueClaw2",59845,1,10,20,0,0,0,0,0,0,490,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamageConvertToChaos",0,269952,0,269952,-72340172838076674,0,0,269952,-72340172838076674,0,269952,0,269952,"",-72340172838076674
"PhysicalDamageConvertToChaosBodyStrInt4",39542,1,10,10,0,0,0,0,0,0,490,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamageConvertToChaos",0,270102,0,270102,-72340172838076674,0,0,270102,-72340172838076674,0,270102,0,270102,"",-72340172838076674
"MaximumMinionCountUniqueWand2",30574,1,1,1,2,2,1,1,0,0,165,555,164,-72340172838076674,1,"",3,"MaximumMinionCount",0,270212,0,270212,-72340172838076674,0,0,270212,-72340172838076674,0,270212,0,270212,"",-72340172838076674
"LifeReservationUniqueWand2",6401,1,30,30,1,1,0,0,0,0,1087,1117,-72340172838076674,-72340172838076674,1,"",3,"ReservesLife",0,270304,0,270304,-72340172838076674,0,0,270304,-72340172838076674,0,270304,0,270304,"",-72340172838076674
"LocalIncreaseSocketedStrengthGemLevelUniqueTwoHandAxe3",13997,1,1,1,0,0,0,0,0,0,769,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreaseSpecificSocketedGemLevel",0,270492,0,270492,-72340172838076674,0,0,270492,-72340172838076674,0,270492,0,270492,"",-72340172838076674
"ChaosTakenOnES",52166,1,1,1,0,0,0,0,0,0,1228,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"ChaosTakenOnES",0,270564,0,270564,-72340172838076674,0,0,270564,-72340172838076674,0,270564,0,270564,"",-72340172838076674
"PhysicalDamagePercentTakesAsChaosDamageUniqueBow5",35183,1,25,25,0,0,0,0,0,0,1075,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamagePercentTakesAsChaosDamage",0,270756,0,270756,-72340172838076674,0,0,270756,-72340172838076674,0,270756,0,270756,"",-72340172838076674
"PhysicalBowDamageCloseRangeUniqueBow6",28221,1,100,100,0,0,0,0,0,0,1089,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"PhysicalBowDamageAtCloseRange",0,270904,0,270904,-72340172838076674,0,0,270904,-72340172838076674,0,270904,0,270904,"",-72340172838076674
"KnockbackCloseRangeUniqueBow6",25901,1,1,1,0,0,0,0,0,0,1090,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"KnockbackAtCloseRange",0,271020,0,271020,-72340172838076674,0,0,271020,-72340172838076674,0,271020,0,271020,"",-72340172838076674
"PercentDamageGoesToManaUniqueBootsDex3",56485,1,5,10,0,0,0,0,0,0,1098,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"PercentDamageGoesToMana",0,271158,0,271158,-72340172838076674,0,0,271158,-72340172838076674,0,271158,0,271158,"",-72340172838076674
"PercentDamageGoesToManaUniqueHelmetStrInt3",37414,1,5,10,0,0,0,0,0,0,1098,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"PercentDamageGoesToMana",0,271304,0,271304,-72340172838076674,0,0,271304,-72340172838076674,0,271304,0,271304,"",-72340172838076674
"ChanceToIgniteUniqueBodyInt2",33085,1,10,10,0,0,0,0,0,0,620,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"ChanceToIgnite",0,271404,0,271404,-72340172838076674,0,0,271404,-72340172838076674,0,271404,0,271404,"",-72340172838076674
"ChanceToIgniteUniqueTwoHandSword6",53192,1,20,20,0,0,0,0,0,0,620,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"ChanceToIgnite",0,271514,0,271514,-72340172838076674,0,0,271514,-72340172838076674,0,271514,0,271514,"",-72340172838076674
"ChanceToIgniteUniqueDescentOneHandMace1",15458,1,30,30,0,0,0,0,0,0,620,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"ChanceToIgnite",0,271636,0,271636,-72340172838076674,0,0,271636,-72340172838076674,0,271636,0,271636,"",-72340172838076674
"BurnDurationUniqueBodyInt2",10927,1,30,50,0,0,0,0,0,0,205,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"BurnDuration",0,271728,0,271728,-72340172838076674,0,0,271728,-72340172838076674,0,271728,0,271728,"",-72340172838076674
"BurnDurationUniqueDescentOneHandMace1",63283,1,500,500,0,0,0,0,0,0,205,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"BurnDuration",0,271842,0,271842,-72340172838076674,0,0,271842,-72340172838076674,0,271842,0,271842,"",-72340172838076674
"PhysicalDamageTakenAsFirePercentUniqueBodyInt2",63617,1,20,20,0,0,0,0,0,0,1072,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamageTakenAsFirePercent",0,272014,0,272014,-72340172838076674,0,0,272014,-72340172838076674,0,272014,0,272014,"",-72340172838076674
"AttackerTakesFireDamageUniqueBodyInt2",12185,1,15,15,0,0,0,0,0,0,778,773,-72340172838076674,-72340172838076674,1,"",3,"AttackerTakesFireDamage",0,272150,0,272150,-72340172838076674,0,0,272150,-72340172838076674,0,272150,0,272150,"",-72340172838076674
"AvoidIgniteUniqueBodyDex3",38140,1,100,100,0,0,0,0,0,0,195,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"AvoidIgnite",0,272238,0,272238,-72340172838076674,0,0,272238,-72340172838076674,0,272238,0,272238,"",-72340172838076674
"RangedWeaponPhysicalDamagePlusPercentUniqueBodyDex3",52110,1,10,15,0,0,0,0,0,0,502,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"RangedWeaponPhysicalDamagePlusPercent",0,272430,0,272430,-72340172838076674,0,0,272430,-72340172838076674,0,272430,0,272430,"",-72340172838076674
"PhysicalDamageTakenPercentToReflectUniqueBodyStr2",49635,1,40,40,0,0,0,0,0,0,1105,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"PhysicalDamageTakenPercentToReflect",0,272614,0,272614,-72340172838076674,0,0,272614,-72340172838076674,0,272614,0,272614,"",-72340172838076674
"AdditionalBlockUniqueBodyDex2",21523,1,5,5,0,0,0,0,0,0,1106,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"AdditionalBlock",0,272718,0,272718,-72340172838076674,0,0,272718,-72340172838076674,0,272718,0,272718,"",-72340172838076674
"ArrowPierceUniqueBow7",35207,1,100,100,0,0,0,0,0,0,174,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"ArrowPierce",0,272798,0,272798,-72340172838076674,0,0,272798,-72340172838076674,0,272798,0,272798,"",-72340172838076674
"LeechEnergyShieldInsteadofLife",57133,1,1,1,0,0,0,0,0,0,1077,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"LeechEnergyShieldInsteadofLife",0,272934,0,272934,-72340172838076674,0,0,272934,-72340172838076674,0,272934,0,272934,"",-72340172838076674
"BlockWhileDualWieldingClawsUniqueClaw1",50227,1,10,10,0,0,0,0,0,0,1088,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"BlockWhileDualWieldingClaws",0,273080,0,273080,-72340172838076674,0,0,273080,-72340172838076674,0,273080,0,273080,"",-72340172838076674
"ArmourPercent VsProjectilesUniqueShieldStr2",53929,1,200,200,0,0,0,0,0,0,1094,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"ArmourPercent VsProjectiles",0,273236,0,273236,-72340172838076674,0,0,273236,-72340172838076674,0,273236,0,273236,"",-72340172838076674
"BlockVsProjectilesUniqueShieldStr2",22856,1,25,25,0,0,0,0,0,0,1093,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"BlockVsProjectiles",0,273356,0,273356,-72340172838076674,0,0,273356,-72340172838076674,0,273356,0,273356,"",-72340172838076674
"MonsterBlockAxisShieldSoldier",54207,1,30,30,0,0,0,0,0,0,1110,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"MonsterBlock",0,273454,0,273454,-72340172838076674,0,0,273454,-72340172838076674,0,273454,0,273454,"",-72340172838076674
"CannotLeech",43708,1,1,1,0,0,0,0,0,0,1111,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"CannotLeech",0,273514,0,273514,-72340172838076674,0,0,273514,-72340172838076674,0,273514,0,273514,"",-72340172838076674
"SocketedItemsHaveReducedReservationUniqueShieldStrInt2",28662,1,-25,-25,0,0,0,0,0,0,1118,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"DisplaySocketedGemsGetReducedReservation",0,273718,0,273718,-72340172838076674,0,0,273718,5125,0,273718,0,273718,"",-72340172838076674
"ChanceToFreezeUniqueStaff2",47777,1,8,8,0,0,0,0,0,0,460,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"ChanceToFreeze",0,273814,0,273814,-72340172838076674,0,0,273814,-72340172838076674,0,273814,0,273814,"",-72340172838076674
"FrozenMonstersTakeIncreasedDamage",54921,1,1,1,0,0,0,0,0,0,1107,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"FrozenMonstersTakeIncreasedDamage",0,273962,0,273962,-72340172838076674,0,0,273962,-72340172838076674,0,273962,0,273962,"",-72340172838076674
"IncreasedIntelligenceRequirementsUniqueSceptre1",21862,1,60,60,0,0,0,0,0,0,1116,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedIntelligenceRequirements",0,274138,0,274138,-72340172838076674,0,0,274138,-72340172838076674,0,274138,0,274138,"",-72340172838076674
"SocketedGemsHaveAddedChaosDamageUniqueBodyInt3",53825,1,15,15,0,0,0,0,0,0,1151,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"DisplaySocketedGemsGetAddedChaosDamage",0,274322,0,274322,-72340172838076674,0,0,274322,1963,0,274322,0,274322,"",-72340172838076674
"EnergyShieldGainedOnBlockUniqueShieldStrInt4",58779,1,4,4,0,0,0,0,0,0,1159,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EnergyShieldGainedOnBlock",0,274476,0,274476,-72340172838076674,0,0,274476,-72340172838076674,0,274476,0,274476,"",-72340172838076674
"LocalPoisonOnHit",62273,1,1,1,0,0,0,0,0,0,1162,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"LocalPoisonOnHit",0,274556,0,274556,-72340172838076674,0,0,274556,-72340172838076674,0,274556,0,274556,"",-72340172838076674
"SkeletonDurationUniqueTwoHandSword4",54383,1,150,200,0,0,0,0,0,0,1161,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"SkeletonDuration",0,274674,0,274674,-72340172838076674,0,0,274674,-72340172838076674,0,274674,0,274674,"",-72340172838076674
"IncreasedStrengthRequirementsUniqueTwoHandSword4",16732,1,25,25,0,0,0,0,0,0,1114,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedStrengthRequirements",0,274844,0,274844,-72340172838076674,0,0,274844,-72340172838076674,0,274844,0,274844,"",-72340172838076674
"ReducedStrengthRequirementsUniqueTwoHandMace5",65398,1,-20,-20,0,0,0,0,0,0,1114,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"IncreasedStrengthRequirements",0,275008,0,275008,-72340172838076674,0,0,275008,-72340172838076674,0,275008,0,275008,"",-72340172838076674
"SpellDamageTakenOnLowManaUniqueBodyInt4",4107,1,100,100,0,0,0,0,0,0,1166,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"SpellDamageTakenOnLowMana",0,275152,0,275152,-72340172838076674,0,0,275152,-72340172838076674,0,275152,0,275152,"",-72340172838076674
"EvasionOnFullLifeUniqueBodyDex4",49008,1,150,150,0,0,0,0,0,0,1168,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"EvasionOnFullLife",0,275264,0,275264,-72340172838076674,0,0,275264,-72340172838076674,0,275264,0,275264,"",-72340172838076674
"ReflectCurses",62428,1,1,1,0,0,0,0,0,0,1171,-72340172838076674,-72340172838076674,-72340172838076674,1,"",3,"ReflectCurses",0,275332,0,275332,-72340172838076674,0,0,275332,-72340172838076674,0,275332,0,275332,"",-72340172838076674
"FlaskCurseImmunity1",62949,18,1,1,0,0,0,0,0,0,1182,-72340172838076674,-72340172838076674,-72340172838076674,2,"of Warding",2,"FlaskBuffWhileHealing",1,275448,1,275456,-72340172838076674,0,0,275460,-72340172838076674,0,275460,0,275460,"",-72340172838076674
"MonsterCastsEtherealKnivesText",62988,1,1,1,0,0,0,0,0,0,1185,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterCastsEtherealKnives",0,275588,0,275588,-72340172838076674,0,0,275588,-72340172838076674,0,275588,0,275588,"",-72340172838076674
"MonsterThrowsBeartrapsText",12640,1,1,1,0,0,0,0,0,0,1186,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterThrowsBeartraps",0,275700,0,275700,-72340172838076674,0,0,275700,-72340172838076674,0,275700,0,275700,"",-72340172838076674
"MonsterCastsLightningThornsText",60393,1,1,1,0,0,0,0,0,0,1187,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterCastsLightningThornsText",0,275840,0,275840,-72340172838076674,0,0,275840,-72340172838076674,0,275840,0,275840,"",-72340172838076674
"MonsterThrowsFireBombsText",65350,1,1,1,0,0,0,0,0,0,1188,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterThrowsFireBombsText",0,275960,0,275960,-72340172838076674,0,0,275960,-72340172838076674,0,275960,0,275960,"",-72340172838076674
"MonsterThrowsPoisonBombsText",20310,1,1,1,0,0,0,0,0,0,1189,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterThrowsPoisonBombsText",0,276088,0,276088,-72340172838076674,0,0,276088,-72340172838076674,0,276088,0,276088,"",-72340172838076674
"MonsterCastsFreezingPulseText",4636,1,1,1,0,0,0,0,0,0,1190,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterCastsFreezingPulseText",0,276220,0,276220,-72340172838076674,0,0,276220,-72340172838076674,0,276220,0,276220,"",-72340172838076674
"MonsterCleavesText",51278,1,1,1,0,0,0,0,0,0,1191,-72340172838076674,-72340172838076674,-72340172838076674,3,"",3,"MonsterCleavesText",0,276308,0,276308,-72340172838076674,0,0,276308,-72340172838076674,0,276308,0,276308,"",-72340172838076674
